cow	1.7856999999999998
task	1.7856999999999998
short	1.648825
live	1.5237999999999998
fast	1.7063333333333333
red	1.32145
silver	1.7143
cake	1.7619
safe	1.54765
hot	1.57145
daylight	1.6667
self	1.2857
agree	1.77975
shoot	1.6892749999999999
break	1.70474
path	1.7856999999999998
last	1.6666666666666667
potato	1.7142499999999998
sum	1.66665
care	1.4404500000000002
lottery	1.6667
girl	1.2857
show	1.625
let	1.4841333333333333
boy	1.2143000000000002
face	1.6845499999999998
truly	1.6667
look	1.5
dream	1.7975999999999999
react	1.5714
game	1.42855
tool	1.7619
eye	1.627
cry	1.7226000000000001
share	1.64285
think	1.5714249999999998
golf	1.5714
tomato	1.7738
sit	1.4940499999999999
life	1.35715
number	1.7797749999999999
hard	1.5079333333333336
local	1.6428500000000001
small	1.4603333333333335
far	1.57145
try	1.6666750000000001
cheat	1.727
twin	1.55
help	1.4107250000000002
upper	1.5714
sixteen	1.5714
need	1.683325
boot	1.75715
shy	1.4286
come	1.5000250000000002
enjoy	1.6964249999999998
good	1.5714000000000001
tooth	1.4286
example	1.57145
sister	1.2143000000000002
begin	1.6285599999999998
compare	1.775
jump	1.5178749999999999
grandma	1.5
mean	1.5535750000000002
song	1.3571499999999999
voice	1.6905000000000001
week	1.3857
learn	1.6857199999999999
bus	1.28335
street	1.4286
fresh	1.4
grow	1.6457000000000002
zero	1.1429
late	1.3928500000000001
level	1.5714000000000001
meal	1.6857
car	1.35715
watch	1.525
olive	1.8
color	1.7678749999999999
aunt	1.4286
sheet	1.6667
pole	1.61905
hall	1.7143
node	1.8
sleep	1.308325
truth	1.7
card	1.38095
winner	1.7619
save	1.375
include	1.72025
night	1.33335
ear	1.29765
river	1.67855
middle	1.5714
shop	1.4920666666666669
bell	1.61905
ask	1.4762
like	1.4523499999999998
stop	1.577375
body	1.57145
list	1.79765
fall	1.6666800000000002
fully	1.5714
cook	1.7713999999999999
nurse	1.75
year	1.07145
size	1.7856999999999998
odd	1.65
time	1.6904749999999997
capital	1.8
duck	1.63095
fee	1.64285
tell	1.386925
item	1.5
feel	1.4107
south	1.4286
gate	1.8
family	1.42855
check	1.702375
sir	1.5714
meeting	1.7856999999999998
slow	1.749975
start	1.5643000000000002
build	1.6606999999999998
old	1.4285666666666668
lucky	1.5714
get	1.6095400000000002
secret	1.6667
light	1.5571333333333335
weekend	1.7738
large	1.6666666666666667
print	1.72025
likely	1.3333
stand	1.63095
wheat	1.7143
salt	1.5714
lip	1.71665
cube	1.5714
noon	1.2
great	1.5159000000000002
secondly	1.3333
tax	1.5714
disk	1.7738
rice	1.6667
finger	1.64285
kit	1.6667
burger	1.5714
dirty	1.6667
quietly	1.7143
vegetable	1.61665
goose	1.8
study	1.610725
toy	1.4143
son	1.2143000000000002
nail	1.75
turn	1.785725
action	1.7856999999999998
choice	1.7619
maybe	1.4286
long	1.6666333333333334
lighter	1.6667
send	1.575
ease	1.7143
point	1.767875
talk	1.5595250000000003
unusually	1.8
dry	1.7936666666666667
gum	1.7143
put	1.57145
goal	1.7856999999999998
apple	1.36905
home	1.5594999999999999
win	1.4642750000000002
pen	1.6428500000000001
movie	1.61905
want	1.6143
pork	1.5
open	1.6190250000000002
horn	1.5714
country	1.64285
eat	1.50952
miss	1.5952333333333335
bug	1.75
ticket	1.70235
land	1.7917
bomb	1.58335
idea	1.4762
colour	1.6984333333333332
mineral	1.8
knee	1.45235
tough	1.6667
cage	1.6667
money	1.3333
pain	1.4405000000000001
closing	1.5714
story	1.35715
mad	1.6667
cool	1.7024
pray	1.6428500000000001
cheek	1.7856999999999998
drink	1.5666666666666667
mouse	1.6667
junk	1.7143
dare	1.5714
cloud	1.35
inch	1.5857
play	1.494025
sixth	1.2857
unlock	1.7143
skill	1.7143
meet	1.4285666666666668
blade	1.7142499999999998
button	1.5714
chest	1.6
gift	1.4206333333333332
pea	1.7143
news	1.6667
death	1.75
double	1.6586999999999998
hike	1.7856999999999998
word	1.2857
evening	1.45235
leak	1.7143
allow	1.672625
butterfly	1.6667
angel	1.7856999999999998
sea	1.35715
god	1.4286
wide	1.7857333333333336
sunlight	1.6667
breast	1.61665
thumb	1.6667
proof	1.75
bed	1.7143
fail	1.7916750000000001
smell	1.4405000000000001
field	1.7143
mood	1.8
basic	1.7856999999999998
bicycle	1.67855
work	1.55
pink	1.6667
visit	1.6785999999999999
burst	1.7143
ring	1.5936666666666666
stay	1.7475999999999998
cheer	1.7142499999999998
animal	1.5
tree	1.5
hello	1.2857
fun	1.5
part	1.5714
clock	1.5238
breakfast	1.7143
mouth	1.1667
trip	1.64285
head	1.61905
hear	1.6428666666666667
equally	1.6
teach	1.547625
egg	1.41665
law	1.64285
hurt	1.7856999999999998
billion	1.7333500000000002
tonight	1.3333
happy	1.5
tongue	1.6
bath	1.58335
kill	1.7976
door	1.4286
new	1.7619333333333334
whichever	1.6667
cutie	1.2
bird	1.36905
pig	1.2143000000000002
mark	1.7619
jean	1.8
walk	1.54165
foot	1.35715
hate	1.55
set	1.6190333333333333
rain	1.2
sandwich	1.7143
seat	1.6583249999999998
hungry	1.4
bag	1.3094999999999999
simply	1.7143
say	1.3651
trick	1.7619
beef	1.5714
pretty	1.7143
act	1.625
wait	1.5476
breathe	1.75
find	1.535725
bit	1.6428500000000001
arrow	1.6071499999999999
thousand	1.7856999999999998
lose	1.60955
kid	1.5119
student	1.5
seed	1.7856999999999998
water	1.5594999999999999
boat	1.6952333333333334
fill	1.7559249999999997
video	1.7856999999999998
reader	1.7856999999999998
grandfather	1.7143
brain	1.62855
sky	1.54285
lock	1.7738
big	1.4047666666666665
balloon	1.75
thank	1.6190333333333333
see	1.333325
elder	1.6071499999999999
hour	1.2857
magic	1.7143
guitar	1.6667
doctor	1.70235
make	1.5
camel	1.6667
ant	1.4286
city	1.41665
fruit	1.5714
midnight	1.7143
greet	1.7619
monthly	1.6
rise	1.7000000000000002
uncut	1.6667
physical	1.6667
nose	1.2857
joke	1.7143
letter	1.61905
page	1.5
man	1.35715
simple	1.5777999999999999
area	1.67855
yes	1.0
lot	1.42855
pet	1.46665
human	1.67855
gas	1.46665
fair	1.66665
husband	1.45
early	1.5237999999999998
past	1.5
jerk	1.4286
snow	1.6667
write	1.5380800000000001
near	1.4405000000000001
daily	1.5714
milk	1.5
heart	1.70235
friend	1.2857
youth	1.8
friendly	1.5
cent	1.4286
steak	1.6667
right	1.5952
love	1.4583500000000003
